Ticker,Name,Sector,Country
ASPU,"Aspen Group, Inc.",Consumer Defensive,United States
ASR,"Grupo Aeroportuario del Sureste, S. A. B. de C. V.",Industrials,Mexico
ASRT,"Assertio Holdings, Inc.",Healthcare,United States
ASRV,"AmeriServ Financial, Inc.",Financial Services,United States
ASTC,Astrotech Corporation,Industrials,United States
ASTE,"Astec Industries, Inc.",Industrials,United States
ASTL,Algoma Steel Group Inc.,Basic Materials,Canada
ASTR,"Astra Space, Inc.",Industrials,United States
ASTS,"AST SpaceMobile, Inc.",Communication Services,United States
ASUR,"Asure Software, Inc.",Technology,United States
ASX,"ASE Technology Holding Co., Ltd.",Technology,Taiwan
ASXC,"Asensus Surgical, Inc.",Healthcare,United States
ASYS,"Amtech Systems, Inc.",Technology,United States
ASZ,Austerlitz Acquisition Corporation II,Financial Services,United States
ATA,Americas Technology Acquisition Corp.,Financial Services,United States
ATAI,Atai Life Sciences N.V.,Healthcare,Germany
ATAK,Aurora Technology Acquisition Corp.,Financial Services,United States
ATAQ,Altimar Acquisition Corp. III,Financial Services,United States
ATAX,"America First Multifamily Investors, L.P.",Financial Services,United States
ATC,Atotech Limited,Technology,Germany
ATCO,Atlas Corp.,Financial Services,United Kingdom
ATCX,"Atlas Technical Consultants, Inc.",Industrials,United States
ATEC,"Alphatec Holdings, Inc.",Healthcare,United States
ATEK,Athena Technology Acquisition Corp. II,Financial Services,United States
ATEN,"A10 Networks, Inc.",Technology,United States
ATER,"Aterian, Inc.",Consumer Cyclical,United States
ATEX,Anterix Inc.,Communication Services,United States
ATGE,Adtalem Global Education Inc.,Consumer Defensive,United States
ATHA,"Athira Pharma, Inc.",Healthcare,United States
ATHE,Alterity Therapeutics Limited,Healthcare,Australia
ATHM,Autohome Inc.,Communication Services,China
ATHX,"Athersys, Inc.",Healthcare,United States
ATI,Allegheny Technologies Incorporated,Industrials,United States
ATIF,ATIF Holdings Limited,Financial Services,China
ATIP,"ATI Physical Therapy, Inc.",Healthcare,United States
ATKR,Atkore Inc.,Industrials,United States
ATLC,Atlanticus Holdings Corporation,Financial Services,United States
ATLO,Ames National Corporation,Financial Services,United States
ATNF,180 Life Sciences Corp.,Healthcare,United States
ATNI,"ATN International, Inc.",Communication Services,United States
ATNM,"Actinium Pharmaceuticals, Inc.",Healthcare,United States
ATNX,"Athenex, Inc.",Healthcare,United States
ATO,Atmos Energy Corporation,Utilities,United States
ATOM,Atomera Incorporated,Technology,United States
ATOS,"Atossa Therapeutics, Inc.",Healthcare,United States
ATR,"AptarGroup, Inc.",Healthcare,United States
ATRA,"Atara Biotherapeutics, Inc.",Healthcare,United States
ATRC,"AtriCure, Inc.",Healthcare,United States
ATRI,Atrion Corporation,Healthcare,United States
ATRO,Astronics Corporation,Industrials,United States
ATSG,"Air Transport Services Group, Inc.",Industrials,United States
ATTO,Atento S.A.,Industrials,Luxembourg
ATUS,"Altice USA, Inc.",Communication Services,United States
ATVC,Tribe Capital Growth Corp I,Financial Services,United States
ATVI,"Activision Blizzard, Inc.",Communication Services,United States
ATXI,"Avenue Therapeutics, Inc.",Healthcare,United States
ATXS,"Astria Therapeutics, Inc.",Healthcare,United States
ATY,AcuityAds Holdings Inc.,Communication Services,Canada
AU,AngloGold Ashanti Limited,Basic Materials,South Africa
AUB,Atlantic Union Bankshares Corporation,Financial Services,United States
AUBN,"Auburn National Bancorporation, Inc.",Financial Services,United States
AUD,"Audacy, Inc.",Communication Services,United States
AUDC,AudioCodes Ltd.,Technology,Israel
AUGX,"Augmedix, Inc.",Healthcare,United States
AUID,Ipsidy Inc.,Technology,United States
AUMN,Golden Minerals Company,Basic Materials,United States
AUPH,Aurinia Pharmaceuticals Inc.,Healthcare,Canada
AUR,"Aurora Innovation, Inc.",Technology,United States
AURA,"Aura Biosciences, Inc.",Healthcare,United States
AURC,Aurora Acquisition Corp.,Financial Services,United Kingdom
AUS,Austerlitz Acquisition Corporation I,Financial Services,United States
AUST,Austin Gold Corp.,Basic Materials,Canada
AUTL,Autolus Therapeutics plc,Healthcare,United Kingdom
AUTO,"AutoWeb, Inc.",Communication Services,United States
AUUD,Auddia Inc.,Technology,United States
AUVI,"Applied UV, Inc.",Consumer Cyclical,United States
AUY,Yamana Gold Inc.,Basic Materials,Canada
AVA,Avista Corporation,Utilities,United States
AVAC,Avalon Acquisition Inc.,Financial Services,United States
AVAH,Aveanna Healthcare Holdings Inc.,Healthcare,United States
AVAL,Grupo Aval Acciones y Valores S.A.,Financial Services,Colombia
AVAN,Avanti Acquisition Corp.,Financial Services,Cayman Islands
AVAV,"AeroVironment, Inc.",Industrials,United States
AVB,"AvalonBay Communities, Inc.",Real Estate,United States
AVCO,Avalon GloboCare Corp.,Real Estate,United States
AVCT,"American Virtual Cloud Technologies, Inc.",Technology,United States
AVD,American Vanguard Corporation,Basic Materials,United States
AVDL,Avadel Pharmaceuticals plc,Healthcare,Ireland
AVDX,"AvidXchange Holdings, Inc.",Technology,United States
AVEO,"AVEO Pharmaceuticals, Inc.",Healthcare,United States
AVGO,Broadcom Inc.,Technology,United States
AVGR,"Avinger, Inc.",Healthcare,United States
AVHI,Achari Ventures Holdings Corp. I,Financial Services,United States
AVID,"Avid Technology, Inc.",Communication Services,United States
AVIR,"Atea Pharmaceuticals, Inc.",Healthcare,United States
AVLR,"Avalara, Inc.",Technology,United States
AVNS,"Avanos Medical, Inc.",Healthcare,United States
AVNT,Avient Corporation,Basic Materials,United States
AVNW,"Aviat Networks, Inc.",Technology,United States
AVO,"Mission Produce, Inc.",Consumer Defensive,United States
AVPT,"AvePoint, Inc.",Technology,United States
AVRO,"AVROBIO, Inc.",Healthcare,United States
AVT,"Avnet, Inc.",Technology,United States
AVTE,"Aerovate Therapeutics, Inc.",Healthcare,United States
AVTR,"Avantor, Inc.",Basic Materials,United States
AVTX,"Avalo Therapeutics, Inc.",Healthcare,United States
AVXL,Anavex Life Sciences Corp.,Healthcare,United States
AVY,Avery Dennison Corporation,Industrials,United States
AVYA,Avaya Holdings Corp.,Technology,United States
AWH,Aspira Women's Health Inc.,Healthcare,United States
AWI,"Armstrong World Industries, Inc.",Industrials,United States
AWK,"American Water Works Company, Inc.",Utilities,United States
AWR,American States Water Company,Utilities,United States
AWRE,"Aware, Inc.",Technology,United States
AWX,Avalon Holdings Corporation,Industrials,United States
AX,"Axos Financial, Inc.",Financial Services,United States
AXAC,AXIOS Sustainable Growth Acquisition Corporation,Financial Services,United States
AXDX,"Accelerate Diagnostics, Inc.",Healthcare,United States
AXGN,"AxoGen, Inc.",Healthcare,United States
AXH,"Industrial Human Capital, Inc.",Financial Services,United States
AXL,"American Axle & Manufacturing Holdings, Inc.",Consumer Cyclical,United States
AXLA,Axcella Health Inc.,Healthcare,United States
AXNX,"Axonics, Inc.",Healthcare,United States
AXON,"Axon Enterprise, Inc.",Industrials,United States
AXP,American Express Company,Financial Services,United States
AXR,AMREP Corporation,Real Estate,United States
AXS,AXIS Capital Holdings Limited,Financial Services,Bermuda
AXSM,"Axsome Therapeutics, Inc.",Healthcare,United States
AXTA,Axalta Coating Systems Ltd.,Basic Materials,United States
AXTI,"AXT, Inc.",Technology,United States
AXU,Alexco Resource Corp.,Basic Materials,Canada
AY,Atlantica Sustainable Infrastructure plc,Utilities,United Kingdom
AYI,"Acuity Brands, Inc.",Industrials,United States
AYLA,"Ayala Pharmaceuticals, Inc.",Healthcare,Israel
AYRO,"Ayro, Inc.",Consumer Cyclical,United States
AYTU,"Aytu BioPharma, Inc.",Healthcare,United States
AYX,"Alteryx, Inc.",Technology,United States
AZ,A2Z Smart Technologies Corp.,Industrials,Canada
AZEK,The AZEK Company Inc.,Industrials,United States
AZN,AstraZeneca PLC,Healthcare,United Kingdom
AZO,"AutoZone, Inc.",Consumer Cyclical,United States
AZPN,"Aspen Technology, Inc.",Technology,United States
AZRE,Azure Power Global Limited,Utilities,India
AZTA,"Azenta, Inc.",Healthcare,United States
AZUL,Azul S.A.,Industrials,Brazil
AZYO,"Aziyo Biologics, Inc.",Healthcare,United States
AZZ,AZZ Inc.,Industrials,United States
B,Barnes Group Inc.,Industrials,United States
BA,The Boeing Company,Industrials,United States
BABA,Alibaba Group Holding Limited,Consumer Cyclical,China
BAC,Bank of America Corporation,Financial Services,United States
BACA,Berenson Acquisition Corp. I,Financial Services,United States
BAFN,BayFirst Financial Corp.,Financial Services,United States
BAH,Booz Allen Hamilton Holding Corporation,Industrials,United States
BAK,Braskem S.A.,Basic Materials,Brazil
BALL,Ball Corporation,Consumer Cyclical,United States
BALY,Bally's Corporation,Consumer Cyclical,United States
BAM,Brookfield Asset Management Inc.,Financial Services,Canada
BANC,"Banc of California, Inc.",Financial Services,United States
BAND,Bandwidth Inc.,Technology,United States
BANF,BancFirst Corporation,Financial Services,United States
BANR,Banner Corporation,Financial Services,United States
BANX,ArrowMark Financial Corp.,Financial Services,United States
BAOS,Baosheng Media Group Holdings Limited,Communication Services,China
BAP,Credicorp Ltd.,Financial Services,Peru
BARK,"BARK, Inc.",Consumer Cyclical,United States
BASE,"Couchbase, Inc.",Technology,United States
BATL,Battalion Oil Corporation,Energy,United States
BAX,Baxter International Inc.,Healthcare,United States
BB,BlackBerry Limited,Technology,Canada
BBAI,"BigBear.ai Holdings, Inc.",Technology,United States
BBAR,Banco BBVA Argentina S.A.,Financial Services,Argentina
BBBY,Bed Bath & Beyond Inc.,Consumer Cyclical,United States
BBCP,"Concrete Pumping Holdings, Inc.",Industrials,United States
BBD,Banco Bradesco S.A.,Financial Services,Brazil
BBDC,"Barings BDC, Inc.",Financial Services,United States
BBGI,"Beasley Broadcast Group, Inc.",Communication Services,United States
BBI,"Brickell Biotech, Inc.",Healthcare,United States
BBIG,"Vinco Ventures, Inc.",Consumer Cyclical,United States
BBIO,"BridgeBio Pharma, Inc.",Healthcare,United States
BBLG,Bone Biologics Corporation,Healthcare,United States
BBLN,Babylon Holdings Limited,Healthcare,United Kingdom
BBQ,"BBQ Holdings, Inc.",Consumer Cyclical,United States
BBSI,"Barrett Business Services, Inc.",Industrials,United States
BBU,Brookfield Business Partners L.P.,Industrials,Bermuda
BBUC,Brookfield Business Corporation,Financial Services,United States
BBVA,"Banco Bilbao Vizcaya Argentaria, S.A.",Financial Services,Spain
BBW,"Build-A-Bear Workshop, Inc.",Consumer Cyclical,United States
BBWI,"Bath & Body Works, Inc.",Consumer Cyclical,United States
BBY,"Best Buy Co., Inc.",Consumer Cyclical,United States
BC,Brunswick Corporation,Consumer Cyclical,United States
BCAB,"BioAtla, Inc.",Healthcare,United States
BCAC,Brookline Capital Acquisition Corp.,Financial Services,United States
BCBP,"BCB Bancorp, Inc.",Financial Services,United States
BCC,Boise Cascade Company,Basic Materials,United States
BCDA,"BioCardia, Inc.",Healthcare,United States
BCE,BCE Inc.,Communication Services,Canada
BCEL,"Atreca, Inc.",Healthcare,United States
BCH,Banco de Chile,Financial Services,Chile
BCLI,Brainstorm Cell Therapeutics Inc.,Healthcare,United States
BCML,BayCom Corp,Financial Services,United States
BCO,The Brink's Company,Industrials,United States
BCOR,"Blucora, Inc.",Financial Services,United States
BCOV,Brightcove Inc.,Technology,United States
BCOW,"1895 Bancorp of Wisconsin, Inc.",Financial Services,United States
BCPC,Balchem Corporation,Basic Materials,United States
BCRX,"BioCryst Pharmaceuticals, Inc.",Healthcare,United States
BCS,Barclays PLC,Financial Services,United Kingdom
BCSA,Blockchain Coinvestors Acquisition Corp. I,Financial Services,Cayman Islands
BCSF,"Bain Capital Specialty Finance, Inc.",Financial Services,United States
BCTX,BriaCell Therapeutics Corp.,Healthcare,Canada
BCYC,Bicycle Therapeutics plc,Healthcare,United Kingdom
BDC,Belden Inc.,Technology,United States
BDL,"Flanigan's Enterprises, Inc.",Consumer Cyclical,United States
BDN,Brandywine Realty Trust,Real Estate,United States
BDR,"Blonder Tongue Laboratories, Inc.",Technology,United States
BDSX,"Biodesix, Inc.",Healthcare,United States
BDTX,"Black Diamond Therapeutics, Inc.",Healthcare,United States
BDX,"Becton, Dickinson and Company",Healthcare,United States
BE,Bloom Energy Corporation,Industrials,United States
BEAM,Beam Therapeutics Inc.,Healthcare,United States
BEAT,"HeartBeam, Inc.",Healthcare,United States
BECN,"Beacon Roofing Supply, Inc.",Industrials,United States
BEDU,Bright Scholar Education Holdings Limited,Consumer Defensive,China
BEEM,Beam Global,Technology,United States
BEKE,KE Holdings Inc.,Real Estate,China
BELFA,Bel Fuse Inc.,Technology,United States
BELFB,Bel Fuse Inc.,Technology,United States
BEN,"Franklin Resources, Inc.",Financial Services,United States
BENE,Benessere Capital Acquisition Corp.,Financial Services,United States
BEP,Brookfield Renewable Partners L.P.,Utilities,Bermuda
BEPC,Brookfield Renewable Corporation,Utilities,United States
BERY,"Berry Global Group, Inc.",Consumer Cyclical,United States
BEST,BEST Inc.,Industrials,China
BF.A,Full company name not available,,
BF.B,,,
BFAC,Battery Future Acquisition Corp.,Financial Services,United States
BFAM,Bright Horizons Family Solutions Inc.,Consumer Cyclical,United States
BFC,Bank First Corporation,Financial Services,United States
BFH,"Bread Financial Holdings, Inc.",Financial Services,United States
BFI,"BurgerFi International, Inc.",Consumer Cyclical,United States
BFIN,BankFinancial Corporation,Financial Services,United States
BFLY,"Butterfly Network, Inc.",Healthcare,United States
BFRI,Biofrontera Inc.,Healthcare,United States
BFS,"Saul Centers, Inc.",Real Estate,United States
BFST,"Business First Bancshares, Inc.",Financial Services,United States
BG,Bunge Limited,Consumer Defensive,United States
BGCP,"BGC Partners, Inc.",Financial Services,United States
BGFV,Big 5 Sporting Goods Corporation,Consumer Cyclical,United States
BGI,Birks Group Inc.,Consumer Cyclical,Canada
BGNE,"BeiGene, Ltd.",Healthcare,United States
BGRY,"Berkshire Grey, Inc.",Industrials,United States
BGS,"B&G Foods, Inc.",Consumer Defensive,United States
BGSF,"BGSF, Inc.",Industrials,United States
BGSX,Build Acquisition Corp.,Financial Services,United States
BGXX,Bright Green Corporation,Healthcare,United States
BH,Biglari Holdings Inc.,Consumer Cyclical,United States
BH.A,Full company name not available,,
BHAC,Crixus BH3 Acquisition Company,Financial Services,United States
BHAT,Fujian Blue Hat Interactive Entertainment Technology Ltd.,Communication Services,China
BHB,Bar Harbor Bankshares,Financial Services,United States
BHC,Bausch Health Companies Inc.,Healthcare,Canada
BHE,"Benchmark Electronics, Inc.",Technology,United States
BHF,"Brighthouse Financial, Inc.",Financial Services,United States
BHG,"Bright Health Group, Inc.",Healthcare,United States
BHIL,"Benson Hill, Inc.",Basic Materials,United States
BHLB,"Berkshire Hills Bancorp, Inc.",Financial Services,United States
BHP,BHP Group Limited,Basic Materials,Australia
BHR,Braemar Hotels & Resorts Inc.,Real Estate,United States
BHSE,Bull Horn Holdings Corp.,Financial Services,United States
BHVN,Biohaven Pharmaceutical Holding Company Ltd.,Healthcare,United States
BIDU,"Baidu, Inc.",Communication Services,China
BIG,"Big Lots, Inc.",Consumer Defensive,United States
BIGC,"BigCommerce Holdings, Inc.",Technology,United States
BIIB,Biogen Inc.,Healthcare,United States
BILI,Bilibili Inc.,Communication Services,China
BILL,"Bill.com Holdings, Inc.",Technology,United States
BIMI,BIMI International Medical Inc.,Healthcare,China
BIO,"Bio-Rad Laboratories, Inc.",Healthcare,United States
BIOC,"Biocept, Inc.",Healthcare,United States
BIOL,"BIOLASE, Inc.",Healthcare,United States
BIOR,"Biora Therapeutics, Inc.",Healthcare,United States
BIOS,BioPlus Acquisition Corp.,Financial Services,United States
BIOT,Biotech Acquisition Company,Financial Services,United States
BIOX,Bioceres Crop Solutions Corp.,Basic Materials,Argentina
BIP,Brookfield Infrastructure Partners L.P.,Utilities,Bermuda
BIPC,Brookfield Infrastructure Corporation,Utilities,United States
BIRD,"Allbirds, Inc.",Consumer Cyclical,United States
